time,open,high,low,close,tick_volume,spread,real_volume
2015-02-25 00:00:00,1204.808,1211.732,1200.996,1205.472,90454,0,0
2015-02-26 00:00:00,1205.435,1219.843,1203.523,1209.998,113138,0,0
2015-02-27 00:00:00,1210.007,1219.171,1204.383,1212.87,107535,0,0
2015-03-01 00:00:00,1213.694,1215.263,1212.417,1213.96,2134,0,0
2015-03-02 00:00:00,1213.947,1223.086,1204.502,1206.784,67384,0,0
2015-03-03 00:00:00,1206.787,1214.643,1195.234,1204.527,83492,0,0
2015-03-04 00:00:00,1204.506,1208.845,1198.069,1202.04,92662,0,0
2015-03-05 00:00:00,1202.042,1209.259,1196.359,1200.011,91583,0,0
2015-03-06 00:00:00,1199.971,1200.567,1163.689,1167.018,117410,0,0
2015-03-08 00:00:00,1168.131,1170.472,1168.131,1169.607,1843,0,0
2015-03-09 00:00:00,1169.593,1175.212,1165.716,1166.49,80225,0,0
2015-03-10 00:00:00,1166.464,1170.339,1155.195,1163.81,64380,0,0
2015-03-11 00:00:00,1163.813,1165.073,1147.425,1155.439,102711,0,0
2015-03-12 00:00:00,1155.446,1166.389,1148.505,1153.996,106404,0,0
2015-03-13 00:00:00,1153.994,1161.55,1151.36,1158.168,90249,0,0
2015-03-15 00:00:00,1155.884,1157.042,1155.635,1156.749,706,0,0
2015-03-16 00:00:00,1156.751,1163.912,1150.282,1156.312,41140,0,0
2015-03-17 00:00:00,1156.271,1159.586,1142.719,1149.624,47588,0,0
2015-03-18 00:00:00,1149.639,1175.464,1145.852,1171.528,114464,0,0
2015-03-19 00:00:00,1171.526,1177.655,1159.557,1171.832,113960,0,0
2015-03-20 00:00:00,1171.857,1187.857,1168.698,1182.161,102555,0,0
2015-03-22 00:00:00,1185.963,1187.044,1185.392,1186.363,718,0,0
2015-03-23 00:00:00,1186.366,1191.462,1179.257,1189.487,98313,0,0
2015-03-24 00:00:00,1189.485,1194.869,1185.368,1191.67,49492,0,0
2015-03-25 00:00:00,1191.675,1199.547,1186.607,1194.792,46284,0,0
2015-03-26 00:00:00,1194.804,1219.537,1194.36,1203.167,113328,0,0
2015-03-27 00:00:00,1203.142,1205.996,1192.5,1198.134,92359,0,0
2015-03-29 00:00:00,1197.722,1198.055,1196.275,1197.116,1035,0,0
2015-03-30 00:00:00,1197.115,1198.19,1182.329,1185.816,82464,0,0
2015-03-31 00:00:00,1185.819,1190.656,1178.408,1183.52,91861,0,0
2015-04-01 00:00:00,1183.511,1208.437,1180.815,1203.79,50529,0,0
2015-04-02 00:00:00,1203.792,1207.217,1194.883,1202.176,88776,0,0
2015-04-03 00:00:00,1202.448,1202.659,1202.448,1202.659,3,0,0
2015-04-05 00:00:00,1216.221,1217.79,1215.628,1217.646,1468,0,0
2015-04-06 00:00:00,1217.648,1224.074,1213.843,1214.609,84032,0,0
2015-04-07 00:00:00,1214.583,1214.689,1207.409,1208.831,40386,0,0
2015-04-08 00:00:00,1208.829,1212.263,1197.4,1201.083,92222,0,0
2015-04-09 00:00:00,1201.077,1202.481,1192.513,1194.335,86878,0,0
2015-04-10 00:00:00,1194.334,1210.618,1193.157,1206.975,82345,0,0
2015-04-12 00:00:00,1207.074,1208.585,1207.072,1207.868,476,0,0
2015-04-13 00:00:00,1207.87,1209.367,1196.257,1199.084,84838,0,0
2015-04-14 00:00:00,1199.083,1201.332,1183.911,1193.803,62299,0,0
2015-04-15 00:00:00,1193.811,1204.82,1188.863,1204.707,55141,0,0
2015-04-16 00:00:00,1204.679,1208.992,1194.644,1198.974,128819,0,0
2015-04-17 00:00:00,1198.974,1207.625,1197.297,1203.56,108279,0,0
2015-04-19 00:00:00,1203.893,1206.517,1203.658,1206.415,1372,0,0
2015-04-20 00:00:00,1206.403,1209.0,1191.292,1195.931,108923,0,0
2015-04-21 00:00:00,1195.933,1204.208,1193.041,1201.727,88721,0,0
2015-04-22 00:00:00,1201.727,1204.714,1185.661,1188.852,110403,0,0
2015-04-23 00:00:00,1188.857,1197.896,1184.212,1193.727,106162,0,0
2015-04-24 00:00:00,1193.71,1195.918,1175.165,1179.221,106779,0,0
2015-04-26 00:00:00,1178.883,1180.101,1178.873,1179.83,724,0,0
2015-04-27 00:00:00,1179.818,1207.118,1178.55,1199.749,113606,0,0
2015-04-28 00:00:00,1199.748,1215.024,1199.163,1211.575,82819,0,0
2015-04-29 00:00:00,1211.582,1213.381,1201.299,1204.616,122066,0,0
2015-04-30 00:00:00,1204.604,1207.07,1176.786,1184.311,134649,0,0
2015-05-01 00:00:00,1184.333,1185.084,1170.169,1178.234,94896,0,0
2015-05-03 00:00:00,1178.194,1178.605,1177.627,1178.422,720,0,0
2015-05-04 00:00:00,1178.423,1192.784,1177.816,1188.291,77337,0,0
2015-05-05 00:00:00,1188.292,1199.688,1185.689,1195.156,87722,0,0
2015-05-06 00:00:00,1195.153,1197.332,1188.184,1190.188,66752,0,0
2015-05-07 00:00:00,1190.178,1191.233,1178.827,1184.089,85818,0,0
2015-05-08 00:00:00,1184.117,1193.507,1181.808,1188.0,115332,0,0
2015-05-10 00:00:00,1188.763,1190.227,1188.345,1189.793,1453,0,0
2015-05-11 00:00:00,1189.783,1191.657,1178.875,1183.649,83000,0,0
2015-05-12 00:00:00,1183.639,1196.853,1180.768,1192.288,101421,0,0
2015-05-13 00:00:00,1192.282,1218.758,1191.159,1213.512,120848,0,0
2015-05-14 00:00:00,1213.504,1227.043,1212.265,1221.014,120553,0,0
2015-05-15 00:00:00,1220.982,1226.064,1210.954,1223.914,97005,0,0
2015-05-17 00:00:00,1225.174,1225.254,1223.381,1223.652,1626,0,0
2015-05-18 00:00:00,1223.691,1232.259,1221.534,1224.107,83802,0,0
2015-05-19 00:00:00,1224.082,1224.568,1205.729,1209.351,107662,0,0
2015-05-20 00:00:00,1209.381,1213.327,1203.256,1209.85,51495,0,0
2015-05-21 00:00:00,1209.874,1212.644,1201.459,1205.813,77732,0,0
2015-05-22 00:00:00,1205.81,1214.759,1201.444,1205.787,80039,0,0
2015-05-24 00:00:00,1205.019,1205.019,1203.336,1203.885,627,0,0
2015-05-25 00:00:00,1203.872,1209.103,1202.772,1206.775,38779,0,0
2015-05-26 00:00:00,1206.759,1206.892,1185.471,1188.231,96914,0,0
2015-05-27 00:00:00,1188.237,1190.75,1183.633,1187.398,86581,0,0
2015-05-28 00:00:00,1187.415,1192.053,1180.085,1188.691,52879,0,0
2015-05-29 00:00:00,1188.695,1193.305,1185.571,1190.323,83595,0,0
2015-05-31 00:00:00,1193.523,1193.523,1190.866,1191.197,975,0,0
2015-06-01 00:00:00,1191.189,1204.242,1184.468,1188.9,100162,0,0
2015-06-02 00:00:00,1188.915,1196.06,1185.896,1193.492,95741,0,0
2015-06-03 00:00:00,1193.509,1195.327,1179.434,1185.494,92512,0,0
2015-06-04 00:00:00,1185.491,1186.132,1172.852,1177.666,100943,0,0
2015-06-05 00:00:00,1177.667,1178.42,1162.678,1171.503,84411,0,0
2015-06-07 00:00:00,1170.956,1171.207,1169.514,1171.182,1442,0,0
2015-06-08 00:00:00,1171.187,1177.476,1169.449,1173.36,94813,0,0
2015-06-09 00:00:00,1173.368,1182.855,1173.086,1177.158,80513,0,0
2015-06-10 00:00:00,1177.168,1192.199,1175.192,1186.232,101186,0,0
2015-06-11 00:00:00,1186.223,1187.85,1175.629,1181.575,90084,0,0
2015-06-12 00:00:00,1181.568,1184.198,1176.682,1181.333,76570,0,0
2015-06-14 00:00:00,1183.658,1185.702,1183.499,1183.87,983,0,0
2015-06-15 00:00:00,1183.86,1190.431,1172.724,1185.885,91855,0,0
2015-06-16 00:00:00,1185.887,1187.788,1175.984,1182.091,76984,0,0
2015-06-17 00:00:00,1182.083,1189.07,1174.517,1184.876,75498,0,0
2015-06-18 00:00:00,1184.874,1205.601,1183.962,1200.327,52376,0,0
2015-06-19 00:00:00,1200.332,1204.057,1198.293,1199.851,66951,0,0
2015-06-21 00:00:00,1198.485,1199.263,1198.061,1198.803,640,0,0
2015-06-22 00:00:00,1198.828,1199.947,1182.09,1185.641,67399,0,0
2015-06-23 00:00:00,1185.65,1187.97,1176.186,1178.645,38415,0,0
2015-06-24 00:00:00,1178.622,1180.074,1170.089,1175.359,37973,0,0
2015-06-25 00:00:00,1175.337,1177.96,1171.361,1174.333,38269,0,0
2015-06-26 00:00:00,1174.34,1178.534,1168.413,1174.619,36479,0,0
2015-06-28 00:00:00,1185.063,1187.311,1183.12,1185.672,1882,0,0
2015-06-29 00:00:00,1185.652,1187.049,1173.781,1178.983,104252,0,0
2015-06-30 00:00:00,1178.973,1180.385,1166.68,1172.52,86634,0,0
2015-07-01 00:00:00,1172.515,1175.004,1167.58,1168.159,89353,0,0
2015-07-02 00:00:00,1168.15,1169.566,1157.027,1165.856,93158,0,0
2015-07-03 00:00:00,1165.856,1170.035,1165.363,1168.541,25585,0,0
2015-07-05 00:00:00,1174.364,1174.364,1171.692,1173.108,2816,0,0
2015-07-06 00:00:00,1173.094,1174.261,1162.765,1169.358,87670,0,0
2015-07-07 00:00:00,1169.35,1169.799,1147.889,1154.435,111055,0,0
2015-07-08 00:00:00,1154.439,1164.59,1147.144,1156.755,112311,0,0
2015-07-09 00:00:00,1156.729,1167.613,1155.954,1158.028,88128,0,0
2015-07-10 00:00:00,1158.016,1165.283,1157.764,1163.187,74696,0,0
2015-07-12 00:00:00,1162.91,1162.976,1161.672,1162.376,1075,0,0
2015-07-13 00:00:00,1162.387,1164.124,1151.089,1156.514,79033,0,0
2015-07-14 00:00:00,1156.504,1159.527,1152.869,1156.106,71583,0,0
2015-07-15 00:00:00,1156.107,1156.417,1143.168,1147.98,75543,0,0
2015-07-16 00:00:00,1147.979,1148.734,1142.315,1144.533,86025,0,0
2015-07-17 00:00:00,1144.535,1145.621,1131.099,1134.344,43139,0,0
2015-07-19 00:00:00,1131.8,1132.713,1131.736,1132.13,1129,0,0
2015-07-20 00:00:00,1132.133,1132.84,1085.761,1099.294,136462,0,0
2015-07-21 00:00:00,1099.302,1109.717,1098.252,1099.498,52436,0,0
2015-07-22 00:00:00,1099.52,1102.557,1086.966,1094.016,56560,0,0
2015-07-23 00:00:00,1094.049,1105.623,1087.184,1090.876,100679,0,0
2015-07-24 00:00:00,1090.867,1101.364,1076.932,1098.889,111095,0,0
2015-07-26 00:00:00,1097.206,1097.542,1095.337,1097.076,1493,0,0
2015-07-27 00:00:00,1097.128,1104.901,1088.388,1094.193,99814,0,0
2015-07-28 00:00:00,1094.195,1098.879,1091.536,1095.804,87809,0,0
2015-07-29 00:00:00,1095.824,1101.667,1090.41,1097.483,103428,0,0
2015-07-30 00:00:00,1097.487,1098.525,1082.49,1088.933,98665,0,0
2015-07-31 00:00:00,1088.95,1103.278,1079.939,1095.202,93316,0,0
2015-08-02 00:00:00,1094.69,1094.969,1092.729,1093.157,1490,0,0
2015-08-03 00:00:00,1093.164,1097.607,1083.772,1084.205,84976,0,0
2015-08-04 00:00:00,1084.189,1094.613,1080.947,1085.732,95134,0,0
2015-08-05 00:00:00,1085.731,1092.451,1082.875,1084.934,94201,0,0
2015-08-06 00:00:00,1084.936,1093.885,1083.425,1089.231,78992,0,0
2015-08-07 00:00:00,1089.247,1099.416,1082.714,1093.94,78168,0,0
2015-08-09 00:00:00,1093.08,1093.08,1091.763,1091.763,2015,0,0
2015-08-10 00:00:00,1091.766,1108.772,1089.643,1105.694,89086,0,0
2015-08-11 00:00:00,1105.665,1119.244,1093.797,1108.557,113674,0,0
2015-08-12 00:00:00,1108.558,1125.618,1101.747,1123.988,120019,0,0
2015-08-13 00:00:00,1123.996,1126.476,1113.536,1114.26,57105,0,0
2015-08-14 00:00:00,1114.304,1120.978,1111.754,1114.765,47671,0,0
2015-08-16 00:00:00,1114.36,1114.833,1114.146,1114.286,1126,0,0
2015-08-17 00:00:00,1114.288,1122.703,1113.849,1116.983,81215,0,0
2015-08-18 00:00:00,1116.976,1121.083,1109.485,1117.614,83625,0,0
2015-08-19 00:00:00,1117.584,1134.509,1116.147,1133.66,95810,0,0
2015-08-20 00:00:00,1133.653,1155.641,1133.225,1155.627,108552,0,0
2015-08-21 00:00:00,1155.616,1168.092,1148.898,1159.967,69223,0,0
2015-08-23 00:00:00,1161.605,1163.05,1160.367,1162.777,1604,0,0
2015-08-24 00:00:00,1162.843,1169.807,1145.712,1153.627,108097,0,0
2015-08-25 00:00:00,1153.622,1156.415,1134.551,1146.061,80730,0,0
2015-08-26 00:00:00,1146.059,1146.098,1117.683,1124.312,135561,0,0
2015-08-27 00:00:00,1124.322,1129.17,1118.17,1126.733,127878,0,0
2015-08-28 00:00:00,1126.738,1140.777,1123.72,1133.367,118854,0,0
2015-08-30 00:00:00,1132.6,1132.842,1131.323,1132.326,936,0,0
2015-08-31 00:00:00,1132.331,1136.55,1125.696,1134.74,54824,0,0
2015-09-01 00:00:00,1134.722,1147.697,1134.293,1139.316,114133,0,0
2015-09-02 00:00:00,1139.314,1142.337,1132.025,1133.006,62993,0,0
2015-09-03 00:00:00,1133.003,1134.214,1121.848,1125.633,88500,0,0
2015-09-04 00:00:00,1125.64,1130.682,1116.576,1121.955,89936,0,0
2015-09-06 00:00:00,1122.41,1122.766,1120.377,1120.549,985,0,0
2015-09-07 00:00:00,1120.549,1124.658,1115.847,1120.604,57056,0,0
2015-09-08 00:00:00,1120.605,1126.602,1118.576,1122.683,52920,0,0
2015-09-09 00:00:00,1122.671,1125.293,1101.226,1107.767,99099,0,0
2015-09-10 00:00:00,1107.75,1114.841,1103.77,1111.612,102074,0,0
2015-09-11 00:00:00,1111.613,1112.705,1098.673,1107.365,44298,0,0
2015-09-13 00:00:00,1106.741,1106.741,1104.726,1104.832,624,0,0
2015-09-14 00:00:00,1104.793,1110.386,1103.414,1109.026,40608,0,0
2015-09-15 00:00:00,1109.038,1109.162,1102.477,1105.073,38278,0,0
2015-09-16 00:00:00,1105.081,1124.06,1103.862,1119.674,95781,0,0
2015-09-17 00:00:00,1119.687,1135.021,1115.3,1130.883,110056,0,0
2015-09-18 00:00:00,1130.879,1141.589,1127.468,1138.494,109875,0,0
2015-09-20 00:00:00,1137.63,1137.865,1137.126,1137.28,1946,0,0
2015-09-21 00:00:00,1137.271,1139.782,1129.52,1132.206,72173,0,0
2015-09-22 00:00:00,1132.208,1136.419,1121.272,1124.372,86463,0,0
2015-09-23 00:00:00,1124.372,1134.156,1121.792,1131.972,80367,0,0
2015-09-24 00:00:00,1131.97,1156.577,1130.478,1149.773,66290,0,0
2015-09-25 00:00:00,1149.775,1151.107,1140.674,1145.76,92909,0,0
2015-09-27 00:00:00,1146.33,1146.719,1146.258,1146.672,468,0,0
2015-09-28 00:00:00,1146.683,1148.091,1127.966,1132.218,62085,0,0
2015-09-29 00:00:00,1132.215,1134.432,1124.209,1125.802,55830,0,0
2015-09-30 00:00:00,1125.795,1127.981,1111.587,1115.066,110824,0,0
2015-10-01 00:00:00,1115.07,1118.981,1111.003,1113.618,48776,0,0
2015-10-02 00:00:00,1113.619,1141.165,1104.53,1137.95,119797,0,0
2015-10-04 00:00:00,1137.05,1138.427,1136.464,1136.621,958,0,0
2015-10-05 00:00:00,1136.655,1141.795,1130.065,1135.63,60094,0,0
2015-10-06 00:00:00,1135.626,1151.05,1134.896,1146.47,96950,0,0
2015-10-07 00:00:00,1146.464,1153.469,1141.742,1145.1,101978,0,0
2015-10-08 00:00:00,1145.097,1151.151,1136.561,1140.786,104627,0,0
2015-10-09 00:00:00,1140.788,1159.569,1139.82,1155.43,107557,0,0
2015-10-11 00:00:00,1155.302,1156.022,1155.136,1155.606,527,0,0
2015-10-12 00:00:00,1155.572,1168.86,1154.8,1161.589,46233,0,0
2015-10-13 00:00:00,1161.576,1168.912,1151.79,1167.631,116325,0,0
2015-10-14 00:00:00,1167.621,1189.668,1163.248,1185.168,122925,0,0
2015-10-15 00:00:00,1185.184,1191.364,1174.59,1181.611,116947,0,0
2015-10-16 00:00:00,1181.615,1184.23,1174.279,1176.639,99168,0,0
2015-10-18 00:00:00,1175.7,1177.416,1175.679,1177.356,751,0,0
2015-10-19 00:00:00,1177.354,1177.999,1168.498,1169.027,101015,0,0
2015-10-20 00:00:00,1169.024,1180.538,1167.284,1177.217,58069,0,0
2015-10-21 00:00:00,1177.209,1179.105,1163.689,1165.842,113412,0,0
2015-10-22 00:00:00,1165.818,1171.669,1162.532,1165.445,109899,0,0
2015-10-23 00:00:00,1165.435,1179.237,1158.873,1164.26,70639,0,0
2015-10-25 00:00:00,1163.554,1164.1,1162.768,1164.031,994,0,0
2015-10-26 00:00:00,1164.028,1169.457,1162.085,1163.739,57809,0,0
2015-10-27 00:00:00,1163.725,1168.566,1160.723,1166.222,54076,0,0
2015-10-28 00:00:00,1166.226,1182.814,1152.297,1158.676,118353,0,0
2015-10-29 00:00:00,1158.694,1162.507,1143.8,1147.189,70974,0,0
2015-10-30 00:00:00,1147.174,1149.936,1139.042,1141.816,63836,0,0
2015-11-01 00:00:00,1141.747,1141.976,1134.148,1140.475,3666,0,0
2015-11-02 00:00:00,1140.473,1142.848,1132.579,1133.129,90886,0,0
2015-11-03 00:00:00,1133.127,1138.163,1114.328,1119.884,59474,0,0
2015-11-04 00:00:00,1119.882,1122.726,1106.344,1109.86,115206,0,0
2015-11-05 00:00:00,1109.817,1111.352,1102.894,1105.295,93537,0,0
2015-11-06 00:00:00,1105.304,1110.291,1085.394,1087.561,106568,0,0
2015-11-08 00:00:00,1089.742,1091.254,1088.15,1089.896,3472,0,0
2015-11-09 00:00:00,1089.897,1095.593,1088.299,1092.727,107510,0,0
2015-11-10 00:00:00,1092.732,1094.5,1085.132,1090.063,79703,0,0
2015-11-11 00:00:00,1090.054,1093.428,1084.048,1086.7,100089,0,0
2015-11-12 00:00:00,1086.702,1089.288,1074.024,1083.875,106188,0,0
2015-11-13 00:00:00,1083.873,1088.299,1079.637,1081.879,93726,0,0
2015-11-15 00:00:00,1089.651,1090.116,1085.797,1089.11,4372,0,0
2015-11-16 00:00:00,1089.139,1097.94,1081.274,1083.559,63941,0,0
2015-11-17 00:00:00,1083.532,1084.759,1065.4,1069.207,67136,0,0
2015-11-18 00:00:00,1069.218,1075.057,1064.174,1071.613,65446,0,0
2015-11-19 00:00:00,1071.651,1087.272,1069.275,1081.966,123607,0,0
2015-11-20 00:00:00,1081.924,1087.864,1075.777,1077.081,60635,0,0
2015-11-22 00:00:00,1077.031,1077.194,1073.378,1075.744,3048,0,0
2015-11-23 00:00:00,1075.734,1076.586,1066.42,1069.917,108777,0,0
2015-11-24 00:00:00,1069.946,1080.955,1068.994,1075.273,108009,0,0
2015-11-25 00:00:00,1075.268,1080.69,1067.833,1070.715,57519,0,0
2015-11-26 00:00:00,1070.687,1074.669,1069.588,1071.794,36374,0,0
2015-11-27 00:00:00,1071.789,1073.661,1052.609,1057.413,103706,0,0
2015-11-29 00:00:00,1056.839,1058.668,1056.839,1057.089,2860,0,0
2015-11-30 00:00:00,1057.095,1069.627,1053.133,1064.145,55548,0,0
2015-12-01 00:00:00,1064.149,1074.535,1063.176,1069.83,107671,0,0
2015-12-02 00:00:00,1069.845,1070.499,1050.588,1054.052,117735,0,0
2015-12-03 00:00:00,1054.033,1065.348,1046.258,1063.136,166445,0,0
2015-12-04 00:00:00,1063.18,1088.702,1058.091,1086.775,141085,0,0
2015-12-06 00:00:00,1086.205,1086.205,1082.627,1083.084,3796,0,0
2015-12-07 00:00:00,1083.083,1086.499,1066.244,1070.974,65523,0,0
2015-12-08 00:00:00,1070.98,1078.888,1067.637,1075.947,71954,0,0
2015-12-09 00:00:00,1075.933,1085.175,1069.458,1072.217,124907,0,0
2015-12-10 00:00:00,1072.219,1076.291,1069.364,1071.935,60780,0,0
2015-12-11 00:00:00,1071.918,1079.51,1062.339,1077.069,127980,0,0
2015-12-13 00:00:00,1075.041,1075.041,1072.044,1072.102,2800,0,0
2015-12-14 00:00:00,1072.104,1077.313,1058.581,1061.45,70333,0,0
2015-12-15 00:00:00,1061.456,1068.416,1058.581,1061.184,68306,0,0
2015-12-16 00:00:00,1061.183,1078.222,1061.176,1069.395,115377,0,0
2015-12-17 00:00:00,1069.39,1072.809,1047.606,1052.874,123739,0,0
2015-12-18 00:00:00,1052.89,1071.4,1051.164,1066.116,118052,0,0
2015-12-20 00:00:00,1065.902,1066.316,1064.24,1065.145,2315,0,0
2015-12-21 00:00:00,1065.165,1081.601,1063.795,1077.327,113696,0,0
2015-12-22 00:00:00,1077.332,1080.641,1071.734,1073.492,96566,0,0
2015-12-23 00:00:00,1073.488,1075.394,1068.167,1071.528,89332,0,0
2015-12-24 00:00:00,1071.527,1076.857,1071.076,1076.19,36651,0,0
2015-12-27 00:00:00,1075.927,1076.87,1075.588,1075.779,2240,0,0
2015-12-28 00:00:00,1075.774,1076.256,1066.387,1068.216,45637,0,0
2015-12-29 00:00:00,1068.219,1075.127,1067.415,1068.964,46936,0,0
2015-12-30 00:00:00,1068.957,1072.068,1059.347,1061.728,41844,0,0
2015-12-31 00:00:00,1061.729,1063.435,1057.901,1060.985,86455,0,0
2016-01-03 00:00:00,1061.97,1066.098,1061.705,1062.99,3966,0,0
2016-01-04 00:00:00,1063.003,1083.349,1062.217,1072.954,116207,0,0
2016-01-05 00:00:00,1072.958,1081.915,1072.688,1077.572,61347,0,0
2016-01-06 00:00:00,1077.578,1095.086,1074.897,1092.534,73731,0,0
2016-01-07 00:00:00,1092.533,1109.971,1091.331,1109.168,155418,0,0
2016-01-08 00:00:00,1109.159,1112.878,1091.761,1103.924,147161,0,0
2016-01-10 00:00:00,1103.772,1108.141,1103.579,1106.647,2476,0,0
2016-01-11 00:00:00,1106.651,1108.313,1093.448,1095.714,135308,0,0
2016-01-12 00:00:00,1095.712,1099.01,1083.369,1086.416,129799,0,0
2016-01-13 00:00:00,1086.43,1095.302,1079.718,1094.87,132449,0,0
2016-01-14 00:00:00,1094.874,1095.116,1071.351,1076.828,70567,0,0
2016-01-15 00:00:00,1076.824,1097.177,1076.163,1087.946,111774,0,0
2016-01-17 00:00:00,1089.402,1090.607,1089.138,1090.315,2724,0,0
2016-01-18 00:00:00,1090.278,1093.092,1087.432,1088.512,45736,0,0
2016-01-19 00:00:00,1088.487,1094.401,1082.498,1087.719,132278,0,0
2016-01-20 00:00:00,1087.72,1109.523,1087.715,1099.363,164637,0,0
2016-01-21 00:00:00,1099.186,1104.452,1092.33,1100.626,166851,0,0
2016-01-22 00:00:00,1100.613,1102.679,1093.988,1097.561,121780,0,0
2016-01-24 00:00:00,1097.299,1098.02,1097.147,1097.83,2171,0,0
2016-01-25 00:00:00,1097.781,1108.964,1097.569,1108.692,112584,0,0
2016-01-26 00:00:00,1108.69,1122.8,1107.407,1119.39,64399,0,0
2016-01-27 00:00:00,1119.405,1127.945,1114.833,1124.675,127635,0,0
2016-01-28 00:00:00,1124.676,1124.813,1111.467,1114.161,129184,0,0
2016-01-29 00:00:00,1114.15,1118.228,1108.425,1117.606,64037,0,0
2016-01-31 00:00:00,1117.588,1117.981,1115.277,1117.558,3081,0,0
2016-02-01 00:00:00,1117.528,1129.601,1116.87,1128.274,84608,0,0
2016-02-02 00:00:00,1128.233,1130.889,1122.239,1127.282,117853,0,0
2016-02-03 00:00:00,1127.273,1145.358,1124.3,1141.811,98771,0,0
2016-02-04 00:00:00,1141.829,1157.227,1139.45,1155.384,77149,0,0
2016-02-05 00:00:00,1155.379,1174.374,1145.187,1174.021,76605,0,0
2016-02-07 00:00:00,1173.385,1173.385,1164.666,1164.77,6246,0,0
2016-02-08 00:00:00,1164.798,1200.733,1164.189,1190.985,80829,0,0
2016-02-09 00:00:00,1190.954,1198.751,1185.583,1189.119,85456,0,0
2016-02-10 00:00:00,1189.101,1198.499,1181.402,1198.489,153958,0,0
2016-02-11 00:00:00,1198.482,1263.265,1198.155,1240.314,121960,0,0
2016-02-12 00:00:00,1240.272,1245.893,1232.381,1237.777,86143,0,0
2016-02-14 00:00:00,1231.088,1234.248,1230.785,1233.343,4434,0,0
2016-02-15 00:00:00,1233.318,1234.7,1202.004,1207.662,60849,0,0
2016-02-16 00:00:00,1207.692,1216.794,1190.758,1202.472,91364,0,0
2016-02-17 00:00:00,1202.474,1213.537,1195.646,1206.922,134475,0,0
2016-02-18 00:00:00,1206.948,1239.639,1200.672,1230.902,82393,0,0
2016-02-19 00:00:00,1230.94,1234.376,1219.865,1228.859,170594,0,0
2016-02-21 00:00:00,1225.059,1226.481,1223.436,1225.4,5678,0,0
2016-02-22 00:00:00,1225.394,1226.082,1201.865,1208.72,160831,0,0
2016-02-23 00:00:00,1208.72,1232.471,1207.141,1230.284,161607,0,0
2016-02-24 00:00:00,1230.279,1253.005,1221.054,1224.363,99309,0,0
2016-02-25 00:00:00,1224.359,1242.621,1223.911,1233.599,97940,0,0
2016-02-26 00:00:00,1233.593,1240.154,1211.368,1224.233,129782,0,0
2016-02-28 00:00:00,1223.235,1223.235,1215.512,1221.205,5533,0,0
2016-02-29 00:00:00,1221.243,1241.745,1219.889,1240.249,164268,0,0
2016-03-01 00:00:00,1240.256,1248.37,1227.143,1232.022,89527,0,0
2016-03-02 00:00:00,1232.036,1243.907,1224.639,1240.847,147772,0,0
2016-03-03 00:00:00,1240.854,1268.131,1237.313,1259.896,155694,0,0
2016-03-04 00:00:00,1259.898,1279.617,1249.895,1260.754,154856,0,0
2016-03-06 00:00:00,1260.241,1263.837,1258.137,1263.624,5123,0,0
2016-03-07 00:00:00,1263.62,1273.067,1256.568,1267.736,162104,0,0
2016-03-08 00:00:00,1267.738,1277.852,1260.164,1263.073,86607,0,0
2016-03-09 00:00:00,1263.069,1264.802,1242.844,1253.469,79766,0,0
2016-03-10 00:00:00,1253.454,1273.206,1237.001,1270.942,142810,0,0
2016-03-11 00:00:00,1270.936,1283.464,1248.414,1249.188,146514,0,0
2016-03-13 00:00:00,1250.819,1253.346,1250.548,1252.735,3468,0,0
2016-03-14 00:00:00,1252.753,1260.961,1229.218,1236.12,136586,0,0
2016-03-15 00:00:00,1236.126,1237.925,1225.544,1232.766,72750,0,0
2016-03-16 00:00:00,1232.765,1263.796,1226.656,1258.809,96730,0,0
2016-03-17 00:00:00,1258.811,1270.779,1254.335,1258.896,161410,0,0
2016-03-18 00:00:00,1258.921,1266.731,1247.761,1254.918,71919,0,0
2016-03-20 00:00:00,1255.092,1255.52,1252.578,1253.106,3311,0,0
2016-03-21 00:00:00,1253.098,1255.141,1240.509,1243.449,109605,0,0
2016-03-22 00:00:00,1243.481,1259.618,1243.033,1248.297,88449,0,0
2016-03-23 00:00:00,1248.28,1249.264,1215.302,1221.908,124953,0,0
2016-03-24 00:00:00,1221.905,1223.584,1212.118,1216.802,106133,0,0
